comments,Helpful
"even though i downloaded the trial version first before i purchased the auralia student edition . , i still wasn't well aware of the full extent as to how useful and effective the software performs/is.i was not completely satisfied with the product due to the following reasons: . auralia is helpful for musicians as a supplemental tool, but not effective in teaching music hearing to novices. . the software contains topics which require singing into a microphone (for pitch exercises), and tapping on keyboard (for rhythm exercises). for singing into a microphone, the auralia system doesn't take-in the pitches accurately sometimes. also, there is a short time delay in tapping the rhythms via keyboard or clicking the mouse.overall, i still think auralia is a great software, it's just that personally i was disappointed in its functions and performance.",1
"i just purchased this software and find that it doesn't even offer any july th ideas for invitations, cards or sentiments! this is the first software of this type that i've purchased and i would not recommend it.",1
"if'n it aint broke, why try to fix it. . is alright, but imovie's newest version sucks. version six is where they should have stopped possibly adding a little here and there through the years. david pogue's book on the subject helps as bedtime reading, but i'm sticking version six until apple can convince me they are coming out with a version . bobtail.",0
"my two boys ( and years old) both really loved this program when we first installed it and couldn't get enough of it. the interface is easy to use and the screen is bright and colorful. the problem was that it just didn't hold their interest. after a few days of playing around with it, they got bored. you can only create very simple compositions and the novelty factor quickly wore off. it's not a bad buy for the money (the ""real"" composer software is much more expensive), but it just didn't have the long term ""playability"" of what i would consider a good software program.",1
"i thought that it was a software, but was surprised to get a book. who really has a time to go through the book.",0
a very fast and accurate orc software package. very good for the person who needs an occasional document scanner. i haven't used it enough to determine the full capabilities.,0
"i have never used previous versions of this software, so i can't comment on the upgrade issues mentioned here, but ten minutes after i started using this software, i had walls, doors, windows and a roof.when my nine year old saw the result, she started drawing plans for a barbie house!i have encountered a glitch or two, but for the money, this package rocks!",0
"i have to say that i have the same experience as others have noted with webroot's lack of support. i bought two copies for my pcs. one installed and registered ok (not as easy as symantec's live update system, but i eventually got it to work). once that was done, it's easy to use. for the second copy, the registration system never worked, so the program refuses to update on the web site. there is no way within the program to register and no useful info on their support web site on how to fix this problem. i opened an online support ticket more than days ago and no response. waited on the phone for minutes, then was cut off and told to leave a message, no return call more than a day later. for a program like this, if you can get updates, it is useless. and their registration and support system is badly broken. i'd look elsewhere until they fix these problems.",1
"while this is not my favorite sesame street software, it does offer some new skills such as sentance structure, careers and math sorting. the movie clips are great fun and the program runs really well. my year old can watch it forever and the year old gets a little bored with it. it covers a lot of areas shapes, letters, numbers, phonics, colors plus an art program. it is definately worth the money.",1
"with just a little assistance from the help file and user guide i was able to identify my phone (motorola t ,) import my contacts from outlook and transfer to my phone. although seemingly successful, there were limitations. the transfer wiped out the phonebook on my sim card but it didn't place any contacts there. the help file gives loose instructions to direct a contact from the datapilot's phonebook manager on the pc to the sim phonebook. i was unable to get this feature to work; the datapilot's phonebook manager inevitably converted my changes and placed those contacts in the phone memory. the phonebook in the phone can store multiple numbers for a contact but the software's phonebook manager does not transfer more than one phone number per contact; though it will import up to numbers from outlook?the calendar transfer was more successful. i was pleased with that function.i'll investigate motorola's pricier option... if they provide the functionality i'm looking for, i'll go for it.",1
"i received my instant stitch a few weeks ago and have used it almost everyday. it is very easy to use. i am a crocheter and wanted to make sweater patterns. hence my two complaints: ( ). there are no written conversions for crochet stitches...if you put the knitting needle size in metric and enter your gauge, the rows and width come out even. the written patterns do not accomodate crocheters and ( ) my childrens size pattern maker did not work at all. i think it was faulty.even with these problems, this product is worth the [$$$]...lots of info in it.",1
microsoft's frontpage is a very powerful tool which can greatly increase productivity through dynamic html coding. designing an impressive personal site or a professional business site can easily be accomplished using this product.,0
"believe it or not this program had sat in my collection for several months before we installed it! the kids have been fighting over the computer ever since. you can 'virtually' put together castles and you can then walk through both the inside and the outside. you can also print out these castles and make them again out of paper. my children are , , and and all of them have loved this program. on the computing side of things, the kids can easily wander the program on their own, it is very friendly. the reason for the four stars is that the instructions for the paper-version castles really need adult guidance. but, it turned out to be rewarding, quality time. make the castles, get a green poster board as a piece of land and voila! your kids will have an awesome time.",1
"i find quicken to be good at what it's supposed to do -- track and manage expenses, creating reports to see spending trends, and paying bills. but, i found it was lacking in providing me direction on how to get out of debt. i found this direction, however at www.onepaycheckatatime.com. this web site has interactive that guide you through the process of targeting and paying down debt on a paycheck by paycheck basis. i use it in coordination with quicken to guide me on which bills to pay, when and how much. try it!",0
"there are two limitations i've encountered in the very short time of use. item # - the implamentation of the gps to the software is very poor. apperently mapsend, streets and topo, were written for the gps unit. magellan has chosen to use the same software for the meridian series. as a result, it's not a very clean solution. there are many work-arounds and bandaids just to get it to work. most inconvenient! item # - for the most part, hiking trails are omitted. even the most popular trails here in the nw are not to be found in topo. question - why else would one by a topo software package if not to see and locate trails?i've only had this software for one week and to find these two problems so quickly, leads me to believe i've yet to find additional limitations.phil",1
"if you dont need the outlook this will save you some money, but if you need the outlook and have older version you will have i lot of conflict, so think wise before purchase this version without the outlook...",0
"don't get this software unless you dont mind paying to beta test roxio's pile of crap. customer service was horrible, the tech support website was down half the time, and the workarounds they suggest only got half of the suite to work properly. go back to . until they get running properly.",0
from what i hear it's supposed to be the best yet fromwindows me! and it does many things to help you with your---- home pc and buisness applications as well as many other---- things.ile say that it's well worth the upgrade.,0
"see my reviews of ms outlook and vista ultimate ""upgrade"" for reasons why you should wait a while before purchasing this product.",0
"i suppose this game would be great fun if only you have the accelerator that it requires. after i discovered that it wouldn't run on our very new, very high-tech pc, i tried to find the accelerator that it required, to no avail.",0
"reviewer: year oldthis game fun in the begining but hard in the end. i bought this game a year ago and still cant figure out how to free a person!! i was extremly dissapointed, i even asked the company people to help me . but they just ignored me !! i wouldn't by this game if you want to find all the players.",0
"i found only the gardener's journal worth anything in this package.i went marco software's website and found that the instant landscaping version is really old, so i upgraded there and the new professional edition is just want i need to maintain notes on the several gardens i maintain.",1
"we used the europe navigator card for our recent trip to nice, france. it worked well, but it was not always correct in finding the smaller streets in the small villages of provence. we had to rely on a map to ensure we were getting proper directions from our garmin.",1
"choosing a software to use and start in programing should be easy and detailed to understand. many of my friends adviced me to own a microsoft visual basic . learning edition to support my limited knowledge in computer operations. i am a novis user, with vb . learning edition, positively it will be a great help to impart the &quot; what to do &amp; what to start in programing&quot;.may be my dream to be an accounting system analyst will start from here.",0
"ok first i don't know what some people were talking about ms instant messenger (which has nothin to do with the office suite) but office xp provides some new capablities for the power user. for the occasional user that checks their e-mail with outlook, writes a few word documents and maybe a powerpoint presentation donot need this upgrade. the new features are very small and you probably won't even know what they are. basically all the aplications were left untouched but i have actually noticed a little faster start-up time. it does contain a pretty good document imaging utility to scan text documents and edit them in word and a feature to import and export your office settings which i thin kyou can get as an add-on for office ",1
"in my experience, spysweeper is very high in the ranks of locating spyware. pestpatrol, spybot, and adaware are always going to each find spyware that the others won't, due to different definition lists, probably, and what each company thinks is a threat (i.e. pp wants you to have no filesharing software nor any wild tangent software). spysweeper is a good choice if you were to purchase just one, in my opinion. the shields are really great, especially the ones added in version . , however!!! in my experience, having spysweeper running on my computer is proving to be very harmful. in an idle state (no internet browsers open either) it uses mb or more of my ram, which is strange, so it could be a problem just with my setup or installation or something. i recommend the software, but think twice before you use the shields, possibly look into some other realtime autoprotect.",1
"adobe pagemaker is a decent desktop publishing software program if you want to create a simple desktop publishing publication like a newsletter or a catalog or something. first thing first, this program is grossly overpriced. adobe shouldn't charge more than $ for this program considering they have abandoned the pagemaker series and now in design is their flagship publication program. the sad thing about pagemaker is that i used to teach pagemaker back in the mid s. considering that this is version , i don't see that many differences. its the same old reliable pagemaker i can count on when i want to do something quick and don't want to take the time to learn a new program. but yeah i use pagemaker and it's pretty decent but their are so many annoying things about it that i can't get into in this brief review but it's a pretty basic desktop publishing software if their is something simple that you want to create.",1
"i was enjoying my pablo graphics tablet very much. it's a very good product for the money. then i installed winxp and nothing! their website has ""new"" windows drivers, but it does not specify which version of windows it is for. i downloaded it anyway and still nothing. so if you have or are planning on upgrading to winxp, don't bother buying this product!",1
"i was really scared when i read some reviews but i decided to buy norton because my notebook came with norton day free update.****installation was very easy and no problem (no need to uninstall ).****i can not feel any negative deference between norton and (speed, paformance etc...).so, if you bought cheep pc (celeron , . ghz, kb, mb),if it came with xp service pack and norton antivirus ,this is not a bad choice.i can't rate it star just because i am not the expert for internet security.",0
"i used version . of web editor and it was pretty good. but i've had nothing but problems with this version.*the typing sometimes won't wordwrap - for reasons i can't figure out.*the words will scrunch together for unknown reasons. for instance, ""i am happy"" will appear as ""iamhappy"". fix it, and the problem comes back -- more bugs.*the spell checker won't spot all the mispelled words.* publishing to the site is uneven. on some sites it works fine, while on others it won't let you view the files on the web host (haven't the faintest idea why.)using this program was such a royal pain, i finally gave up and switched to fusion - fusion worked like a charm.",1
"luego de un largo tiempo de esfuerzo por dominar access, my data base es una brisa de aire fresco.f&aacute;cil e intuitiva de comprender y usar, adem&aacute;s de tener numerosos formatos prehechos, puede armarse una base custom. los formatas de entrada de datos son totalmente editables, pudiendo incorporarse, modificar campos o agregarlos a&uacute;n despu&eacute;s de agregar datos. los formatos de reporte para impresi&oacute;n son personalizables, con numerosas formas de sort y filtrado para ajustarlos a variadas necesidades.con algunas pruebas y pocas consultas a un &uacute;til help, pude armar una base de datos con trabajos de investigaci&oacute;n m&eacute;dica para un comit&eacute; de bio&eacute;tica, que funciona sin fallas hasta ahora.estoy agradecido a la soluci&oacute;n que me ha brindado. en mi criterio, muy recomendable.",0
"this software is confusing. for beginners it is difficult to know which direction to go in, as there are many. clicking on the introduction icon resulted in continuous recording without an exit except the escape key. also, although the speech was in english, the examples were in french. it was very hard for us to understand the concept of how to use the software, without regard to the language. our experience with the learning company on language is much more straight forward and easier to comprehend.",1
norton installed easily. i sometimes wonder why i buy virus software. the mac is almost never a target. guess i am saving my pc friends.,0
"i originally bough this product for the web-publish feature in aperture, but to my disappointment this feature is terrible slow if you have large files it could take hours to publish them to the web and it distorts your image size. bottom line, don't waste your money.",0
cretures playground is good.you don`t have to worry about grendels like in other creatures games.the merger is great!you can go more places.but at the end of your norns life it`s boring.it has good pictures.you really feel like your the mother or father.you can hold your norns hand too. if your child likes animals your child will looove creatures playground!!!!,1
"i ordered v as soon as it was advertised by garmin but they shipped v instead. six weeks later i got the v update dvd. my wife and kids had to make due with v while in madrid. she was pleased with the accuracy and said it enabled her to travel around with confidence. however, she noted that madrid was undergoing quite a bit of major road construction and she got stuck in multiple traffic jams on the major highways. in the end, she would veer away from the major roads and let the unit re-calculate her route.",1
"i bought this because the microsoft os is not supported at all when used in virtual machines. i have never personally owned anything other than macintosh, and built my own virtual machine using this version from microsoft. i was concerned this version would not work, but it works well as a virtual machine under these circumstances. it is cheaper than buying the full version, and since i'm building my own system, it meets the terms of the end user agreement.",1
"well as a writter it is a powerfull wepon but still , there are many other options and less expencie like sophocles try it before buying final draft you may save a couple of dollars.atte.marakz ketofscreenwriter",0
"it's interesting how people can see such a positive as a negative. the fact that quicken no longer supports qif is excellent because it's going to force the remaining institutions that no longer support it, to provide the much easier to use direct connect or the less easy (but still preferable to qif) web connect.",0
"the program has potential with a bit more refining, flexibility and power incorporated into it's structure. the plant database was a pleasant surprise though realize it would have to be much larger to accomodate all horticultural regions of the u.s. basically, not a fully &quot;baked&quot; tool at this juncture unfortunately there are not many alternatives available.",1
"my -year old really enjoyed the game the first few times. however, since the location of the clues never changes, it lost some of the excitement after that. he still likes the accomplishment of completing the game, and the chance to solve the mystery at the end. the graphics are good. this one is a little easier than the phantom of the knight - this gives more verbal instructions how to find the clues. overall, for young scooby fans, i highly recommend this and phantom.",1
i have used several beginning alphabet programs with my year old. i was looking for something new for my year old and this was well reviewed. i find it totally incomprehensible. it was somewhat entertaining for the year old. we kept trying to guess which letter was represented on the screen. it was useless for letter recognition or phonic sound.,0
"before you purchase this product you should be aware that nova development has an extremely unethical approach to processing the rebates they offer so prominently to move their product. for example, the address on the rebate form that you download from the amazon site is located in calabasas, ca. this is an old address for nova development. the company has not provided the post office with a forwarding address, which causes any rebate submissions mailed to the calabasas address to be returned to you as undeliverable by the usps. this fact has been brought to the attention of company representatives by many customers and the vendor has done nothing to correct this problem. get the picture? nova development will place as many hurdles in front of you as possible to scam you out of your paltry $ rebate. we as customers have a duty to refuse to do business with unethical companies like nova development.",1
"i have been a huge champion of wordperfect since it was written by satellite software inc (ssi) about years ago. i was forced into ms word and it is not as good, but you get used to it. one caution, wp x does not handle pdfs at any useful level. even simple pdfs had so many formatting problems, it was faster to re-create them by hand (which is not a fast thing).",1
"this game is so fun. you learn many lessons on how to rise pets. the babies are so cute!!!! there is just one problem. after two or three weeks, it stops working! mabey this is just my computer, but be careful!",0
"i purchased this game after reading raving reviews about it...and i must say i was thouroughly dissapointed. i was bored with the game after a half an hour of playing it. there's really not that much you can actually do in the game. your catz just wander around a setting looking cute and fighting with the other catz. you can dress up the pets with a few outfits or try to play with them; they don't usually want to play with the toys. i did not have any luck with my cats having babies like i wanted them to, and it was very hard to train them. all in all, this game is not worth the money. if you really desire a virtual thing on your computer, buy the game babyz instead.",0
"turbotax worked very well for pointing out possible deductions and walking me through questions on everything from income to expenses--but at the end, it threw an error message telling me that i couldn't actually file my returns yet, because turbotax didn't include the final version of the actual tax return forms. when i called their - number for availability, the recording said that the final versions wouldn't be available until mid-march. yikes!",1
"we used the europe navigator card for our recent trip to nice, france. it worked well, but it was not always correct in finding the smaller streets in the small villages of provence. we had to rely on a map to ensure we were getting proper directions from our garmin.",1
"i'm a long-distance bicyclist and this program is a lot of help--and a lot of fun!--in mapping out rides i have done, do regularly, or want to do. the maps come up quickly and the detail is fantastic, very accurate; click the proper button and street/road names come up to help you orient yourself. clicks easily between detail levels of mapping. the elevation profiles are really helpful for a cyclist or hiker. there's a learning curve that could be easier, but all in all, it by far beats the online mapping programs i have used. makes me wish i had a gps so i could use all those features, as well. highly recommended for people who have time and inclination to learn the program.",1
"i got this for my neice's first computer. it works great and it has a start menu just like windows . i really like it, i just wish quality linux didn't have to cost so much. other than that, its great.",0
"this is a good product. i have seen negative reviews concerning this product on this site, but, unfortunately they are written by people who don't know what they're doing. therefore the reviews are misleading, to say the least.referring to the two negative reviews i've seen: )if anyone ever decides to partition their hard drive without creating a backup first is asking for big trouble - sooner or later. )if you are trying to do anything with windows , you need to wake up and smell the new millenium. get a clue. your inexperience has nothing to do with the quality of a product.",0
"be aware, before buying this product, that the piano wizard software is not compatible with at least two widely available models of yamaha keyboards. the company does not specify this on their website but admitted it in an email when my system did not work. i had to buy a different keyboard. check with the piano wizard company before investing in a keyboard.the kids are having fun with it, however, there is no real lesson plan of any kind and it doesn't teach you proper technique. there is zero structur in that you just pull up a song and try to hit the notes.",1
"if you buy a new machine and it comes with vista, don't buy this product. it may install on the new pc and even work with the help patch, but just try and get your own menus off of the old (under xp) pc on to the new box (with vista). if you have spent hours and hours getting your recipes in to mc you will need to hang on to your old pc just to run mc. not an pleasant option. if you have to re-enter all your recipes go find something else that is vista compatible. btw, requests to mc support only state that:""this title is not vista compatible. the restore function is one of the features that vista broke within mastercook.""so if you have vista don't bother with this product.",1
"this software is extremely powerful. it does everything a complex marketing operation would need.but... that power comes at a price... and that price is being a cumbersome system to use until you have gone way down the learning curve with it. for most people trying to do their job with computer software that is easy to use, easy to learn to use (read simple and productive) you should look elsewhere.",1
not all of the functions will work on my computer system which is needlessly complex. not being able to use go back and not wanting to use antivirus has knocked out some other promised functionality but most of the utility functions i had wanted are up and running with some belated help from tech support. they were quick to acknowledge reciept of my rebate requests.,0
"the delivery was on time and the quality was as i was expecting, i also downloaded the application and used the included code to activate it.",0
"as a graduate student, i have had to write papers with over sources. at times, it is very time consuming to check your sources and enter the correct reference in the text, especially using apa style. endnote has definitely helped me in time management around references and citations. it is quick and easy to enter the sources and connect them to their quotes.one of my gripes is that the program has limited knowledge about apa referencing and citations. so i have to double check the quotes and citations.",1
"the program worked very well for the specific project for which i purchased it. learning how to use the program for other projects is mostly trial and error, however, since the manual seems quite unhelpful.",0
"i had previously bought mcafee office . for my laptop and had nothing but problems. i had a difficult time removing mcafee office . from my machine and still had traces of the program showing up. anyway, enough about mcafee office which must be the worst program built ever. nortons system works is easy to use, fixed the problems mcafee left behind, and is worth every penny. the one button checkup makes life much easier. the integration and slick look and feel makes using this program enjoyable. i have never been happier.",1
"my windows xp professional system is more advanced. so, i was not able to use windows xp professional full version with sp . can i return or replace what i have purchased from you? best regards and god bless.",0
"i too was forced to upgrade from quicken ' and did so begrudgingly. when i received my copy of quicken basic ' i realized that much of the functionality (downloads of stock prices, etc.) of my old quicken basic was now only available in quicken deluxe for an additional $ . i returned my quicken ' and will continue to use my ' version, even if i have to input daily stock prices by hand.",1
i've just installed coreldraw on my pc and my first thought is : too much. there must be about a billion options on the screen at the same time. the interface is confusing (unlike adobe illustrator ). i'll give it a try but i doubt it will replace illustrator...,0
this program is very powerful in its capabilities however it is not as intuitive to use as other programs. the manual provided is insufficient to understand and use the program. purchansing the text from adobe is essential to really understanding how to use the program. the text is outstanding; it should have been part of the basic purchase of the software.,1
"i have just started using this program and have already made a great website with flash, and html designs i highly recommend it to anyone who wants programming to be an easy thing.",0
"this is the best personal financial management software available, hands down. the new changes in the upgrade are a bit annoying, such as a totally new &quot;home page&quot; that is difficult to customize and reports that have been made so &quot;easy&quot; that they are difficult. but, other than that, still the best!",0
"my dad got this for me because i like to learn languages. it was misleading for me what is says on the package ""each disc a complete course"". it is useful for you if you want to learn basic things like phrases for traveling but not if you really want to learn the language. if want to learn basic travel things this will be for you. but if you want to really learn the language you better get the instant immersion laguage course devoted to one language.from paulflorida",1
"i bought this game for my daughter who is almost seven. she enjoys it very much. it works perfectly with windows xp. i like the fact that it has skill levels, which helps avoid the ""frustration factor"", which i'm sure most of you reading this have experienced. the only reason that i did not give it a "" "" is because it is quick to complete, especially on the ""easy"" and ""medium"" levels. unless your child is totally into figure skating or barbie, i feel this game is not for the + crowd.",1
"i have the sony hdr-hc , so i had to get vegas in order to edit the hd video. it is incredibly slow. i thought a new processor would help things, but it didn't. i now have the intel core duo e , one of the fastest available, along with gb of ram, and it still hangs, doesn't respond, and is a pain to use. i wish windows movie maker could import hd. it has % of the useful features vegas does, but not all. as i write this review, it is in the background chugging away and unresponsive just because i zoomed out to view the whole project... not converting, not burning, just zoomed out. i'll probably have to kill the process again.",0
the activities in the adv. kindergarten collection are fun and my girl seems to like them. it would have been very nice if each of the cd's ( total) would have come in their own labeled jewel case. each one is in a paper sleeve. this makes it difficult to store them in the cd rack and keep them organized.,0
"the desc is incorrect. taiwan doesn't use the pinyin system nor simplified chinese characters. taiwan uses traditional chinese characters and a pronunciation key of sounds to create how mandarin is spoken, which in my opinion are harder to learn but result in better pronounciation.please neglect my rating as i don't have this product and was looking for a zhuying fuhao product.",0
"these are great classic arcade games yet i only give it -stars because the games wear off in fun easily. it comes back to you every once in awhile which is good because you don't want to buy something you hate! the timeless asteroids and pong make this a great pc collection, but i think atari jewel case has to be the best series! get it if you want a home arcade!",1
"this was a waste of money for me. it has no instructions on how to use the sounds with garage band. when you load it, you can't even tell if it loaded or not. very poor for an apple product. i love garage band, this added very little to the already great program.",0
"i totally loved this game. it was like, a good teaching tool. like, i totally like, adored it. oh my gosh, it was awesome! i'd, like, recommend this to like, anybody who like, likes typing, or like, needs help.rock on dudes!!!!!",0
"i'm a little disapointed with this product at the start. note, i haven't started using the software, i've just installed it and tried to update the software.there are two main issues: .) update download- the update download wasn't working as the ftp site reached it's max user limit of . with the sales of this product you would think they would have more than allowed on at time to the site. .) state tax software- the state tax software won't be ready until later feb. now wonder why they give it to you free.hopefully the actual use of the software will be better than the setup. as a long time turbo tax customer i'm starting to wonder about my choice for this years taxes.",1
"we are remodeling our kitchen and bathroom and we bought this so we could make better decisions before we drop big bucks and start knocking down walls. our architect put together schematics and a cardboard model but interior designer brought it to a new level by giving us a full color d view of the end result.interior designer makes it incredibly easy to layout the walls, add doors, windows, and fixtures. it's super easy to click and drag cabinets, refrigerators, and other appliances into the design.the product is not perfect - there are some constraints that make it difficult to place appliances where they barely fit or add custom geometry that's outside the bounds of normal designs - but for $ i think this is an incredible product.using interior designer, we got a much better feel for our finished remodel. well worth the price.",1
"first of all, let me say that this is a great game. it's loads of fun for the whole family to play, and it runs smoothly on even my older mac g .that said. my whole family was stumped about what to do when plugging cords into machines in the game. if you've run out of plugs, the other end of the cord just floats there, and you cannot continue the game! nowhere in the manual does it mention that you can give up on a cord by pressing the 'esc' key. i suppose that's a good key to choose, and it makes sense, but they simply forgot to mention it in the manual, and we wasted a whole day trying to play the game and getting stuck over and over.",1
"i did not find this game to be as educationally sound as i would expect from sesame street. there is too much talking before the program will react to a command. the graphics are jerky and the cursor acts like the target is magnetically charged and keeps pushing away the cursor. when the child actually does manage to click on a target, the cursor may still fly to another target and the child is told that his answer is wrong. another example of educational problems is the pronunciation of ""eggs"" using a long ""a"" sound instead of a short ""e."" this is not very helpful in teaching a child the sound for short ""e."" children that are used to playing computer games by themselves may find that this game is too frustrating to do alone. the open ended learning curve is a great idea. i just wish sesame street would hire a truly qualified literacy expert to help clean up the many problems in this program.",1
"given the great reviews and honors i expected something special. but there wasn't a moment i wasn't aware of a script being acted out, actors being minutely directed (not one actor at any time looked relaxed or spontaneous), and some sort of social agenda going on, though for the life of me i still can't figure what that agenda was. i found the father being cast out as the devil and the mother who strayed being all sunshine, light and goodness treated as an angel at the end illogical and a false note. but, then, the whole film kept striking false notes for me. i guess one problem is i've known so many gay people with kids and in my experience nothing unusual or conflicting goes on in their lives that doesn't go on in anyone's lives. and none of their lives would make a movie, that's for sure.adrift in the heartland",0
"easy to install, not so easy to operate. the virtual machine integration with os is somewhat difficult. does not replace os , but you have no other option with a dual intel mac.",0
"what's not to like?it's cheaper that turbotax, and does the same thing. imports from financial software, does an ""interview-style"" return, imports last year's info, the usual stuff. also allows e-file (you pay extra) and will support eft to/from the irs-- if you owe them money, you can have it sent on / / and not pay any sooner than you need to.my return is complex, but it handled it well. just as good as the competitor, and about five bucks less. also a great rebate offer w/ msft money; basically get money ' for free. i'm sold, i'm satisifed, and i'll be back next year.four starts since it's just bare bones, but at this price, what do you want? i say don't bother paying for the extra movies and advisor stuff.",1
hi my name is james dixon and i like hallmark andhoyle cd-roms the most i like about hallmark isthat i get to make cards and envolopes to put themin.the thing i like most about hoyle is theredifferent kinds of games to play bon there likechess or dominoes.,0
"not a lot of leeway in this straightahead, exercise after exercise, kind of game, at least as far as my child's gotten through the first installment.",0
"my daughter has an earlier madeline computer program, and it has been the best we've bought. unlike reader rabbit, which i think can be frustrating for small children because it takes so long to &quot;win&quot; the game by collecting items, the madeline program builds smaller, more easily attainable arenas for success. plus, the program grows with the child. we bought ours when she was not quite three; at five years old, she can still enjoy it using the higher level activities.",1
"the virus protection updates come regularly and are easy to download and install, but watch out for when the subscription isgoing to run out and it is time to renew. the idiodic softwarewants a subscription key before it will take your money. what the hell is a key? i don't have one. oh, i have to call onetoll number in the united states, pay for the call, and onlyduring regular business hours.no thanks - not again.",1
"i am sooo excited to finally have this on dvd. it arrived last week and i have already watched episodes - . i haven't seen these since they first aired when i was a kid. there are so many shows out there that need to be released on dvd. bearing that in mind, i am grateful to finally have this on dvd. the packaging looks great and it is awesome to have a set with every episode on it. the writing isn't as good as with v and v the final battle but it actually is pretty good. the acting isn't bad either. if there were a rating option of . stars that is what i would have given it. there appears to be no effort at cleaning up the original tapes and digital remastering. the picture quality appears a little aged as a result. also, there are no extras either. all in all though, excited to have it!",1
"many software publishers allow free ""trial"" downloads of the product. if you didn't have enough sense to try-before-you-buy, then don't complain when your expectations aren't met. besides, you rarely get free support on a $ title, so stop whining. i'm going to download this and try it. if i like it, i'll buy and then add another review.",0
"my seven year old twins sons can't get enough of this game.the game has two modes: solving a series of progressively harder puzzles, and free play where you build your own machines from scratch. they made it through the first couple dozen puzzles but when the puzzles started involving electric circuits, the boys couldn't solve them. i imagine they will be able to solve all the puzzles when they are a bit older.for now, the part that captivates them is the free play; they love coming up with wild machines that toss balls around, launch fireworks, etc. i can't count how many times i've been excitedly called into their room to review their latest creation.",1
product did work. several attempts were needed because you were not aware of transfer completion. better directions are needed to complete transfer. not all programs worked on new computer. some had to be reinstalled manually. installation took approx. hours.,0
"don't listen to all these other reviews. unless you're a rollercoaster freak, this game get's old very fast! don't waste your money on it. the graphics aren't very good either.",0
"there is about as much reason to review office as there is to critique air. i want to simply make the point that virtual pc, included with office pro, is dreadfully slow and, unless you are desperate for a way to run windows at a slug's pace, you are better off purchasing a cheaper version of office.",1
"i just purchased norton internet security and found it much more user friendly than my older version. however, at times my user resources get incredibly low - such that my pc clock even stops keeping time. norton says &quot;they are working on this&quot;. my most important recommendation is that you always disable norton when downloading new software to your pc!!!!!!! don't let norton be incharge of what you want installed and what you don't. we found this out the hard way when installing our new software for our cable internet service. this caused slow slow slow service and it was like our mouse had terrets!",1
we bought this globe for our year old daughter's birthday. it is a little below her skills. our year old gets better use out of it. it has a lot of great features and does teach the kids a lot about animals and different parts of the world. but does not teach much about the continents themselves.,1
"the big problem with this software is this:you cannot copy and paste from the articles--they are stored at image files, not as text files.worse, if you try to print out the pages, the text is illegible. ng released a patch that would darken the text, but it didn't work--it darkens everything, so you just end up with a darker page.i am a teacher and i was hoping to be able to use the articles in class, but i have not been able to.i have had these cds for more than two years and i have never been able to use it in the way that i had hoped.in short, this product has been nothing but a waste of money for me.",1
"i keep getting emails from roxio rebate that my rebate is invalid, for the amount of $ . as advretised. i will be be extremely upset if i don't get my rebate as advertised.mike long",0
"i recently purchased a copy of adobe golive (electronic license) from angelextech.com. they promptly delivered the serial number for registration and were very willing to assist me if i had any technical issues (which i didn't). i would recommend using this company to anyone looking for this software or any other package they offer.b. lowerywebmaster, webice, inc.",0
"i found that i can not learn another language without any english involved. i don't like having to guess at what they would like for me to know just by looking at pictures. i need to hear it in english first and then hear the foriegn phrase.i also think that if you use this software, you will definitely need a dictionary in order to research what they are saying.",1
"i am using this software for week and i found it really sophisticated compared to norton system works .but during week period,i experienced some problems with my computer and i highly doubted it related to that software(i had to use my recovery disk once).i think easy uninstaller in that package is not efficient enough.you know it has many fancy features but not much reliable.but i only have week experience and i have to keep an eye on it for more complete review.",0
"this game is a lot of fun and has many levels to keep everyone playing. it gets to your eyes after a while though, so you won't have to worry about the kids spending the whole day on the computer!",1
i bought this system three weeks ago for transcription purposes. it is easy to install and comes with a headset that is pretty sturdy. you can teach it how to recognize the way you speak with the ability to constantly add new words. i am sure you could pay more for this type of product but why would you want to? this one will do the job. ...,1
"the , scale is a definite drawback for walking or paddling. i do not understand why they have not released a , scale version. i found quite a few errors in streams, lakes, and even some roads that have been there for years. in communication with garmin they told me it was because they used us topo maps as the source documents. when i checked my old paper maps the errors were not there. better than nothing but i really hope they release an updated version with the smaller scale.",1
"i needed upgrades for my microsoft office and this really did the trick. i enjoy using outlook much more than the older version i had for several years. most of the other parts of the package are fairly similar, although there are several features of word that are a bit annoying to me. otherwise i would give it an excellent rating.",1
