comments,Helpful
"i bought this unit to air-up tires on my f- while desert camping in baja. first used it this past july (after airing down when stuck deep in the sand south of san felipe) i got one tire (//) filled to psi and the unit's fuse blew. replaced it but blew fuse again after filling second tire. borrowed one last fuse from my truck fuse box and aired up a third tire and fuse blew again. had to limp back to town with one tire at psi. i should mention that it was very hot and in the middle of the day at our campsite on the sea of cortez, degrees or so, but i did let the unit cool down after - minutes of use per the manual. otherwise, the unit worked well on my stock e-rated tires. just bring a handful of amp fuses and maybe let the unit rest after minutes of use.",1
"i received this from amazon using super saver shipping which took forever. tried it out on both my cars and works as advertised. appears to be well made and comes with a nice padded storage case. backlit screen is very nice, useful feature. would buy this one over others just for this feature. not being able to connect to pc via usb is a star deduction because i contacted the mfr via email to ask about availability of a usb cable. they blew me off and did not even respond to my email. (don't ya hate that??)",1
"this is the absolute best glass cleaner and polish i've tried, and i've tried many. unfortunately, you get too little for too much money. otherwise, it's a star product, instead of /. easy on, easy off, no buffing needed, just let it flake, then wipe it off. the windows look like mirrors, a brilliant polish and clear view. but, add a few more ounces, autoglym, or let us buy in bulk sizes.",1
"the sheepskin seat cover was a birthday gift for my granddaughter's th birthday. (thank goodness it was not the only gift from me). she said she isn't ""that kind of person"" (maybe she thought it was flaunting)to uose something so luxurious ..so i told her to give it to her mother whose heated leather car seat was no longer working. as she did not want to spend the $ it would cost to repair she had covered the leather seat and head rest with an old blanket.she is greatly appreciative of the sheepskin seat cover as well as the wheel cover which i ordered for all drivers in the family. i just thought the material would have been thicker: hence, stars instead of .(note: it is degrees today where they live and my daughter is very happy with her new seat cover.happy holidays. joyce levy",1
"arrival on time, this work lamp are in his box rigth now because i have not time in this moment to install itllegaron a tiempo, no lo he instaldo aun por falta de tiempo...",0
"[...]i have not used it by myself, so do not go by my rating as it was mandatory while creating this review.",0
"i purchased my bonaire wash & rinse spray about - years ago and am basically quite happy with it, it works pretty well and i don't usually feel like i have had a shower if i am reasonably careful. i use it to wash my car and plan to use on deck also.question is, seems like after a couple of uses the soap does not dispense as readily as it does after refilling it and it seems like the level of soap does not go down, does anyone have any suggestions on how to remedy this problem, other than changing the soap each time?aloha",1
this is a great mouse except for the fact that there is no middle mouse button. that is a huge problem for me - as i use it in firefox. rest of the mouse is great for reasons that everyone has stated and i wont repeat. be aware of the middle mouse buttons abscence.,0
"the major flaw i found is that the user is unable to specify the number of cylinders for the engine tested. the light is set for a four cylinder engine, which is fine if you are using it to set the timing on a four cylinder engine, but if you have more or less the light is reduced a basic nonadjustable light. otherwise the light is fine.",0
"ultimately it gets the job done but not with ease. the wire has to be placed just so or it will go right through the head or not in far enough. compared to heads i have used in the past, these are not up to par. if you have patience and time to kill then go for it.",0
it may have slowed the leak down a little ..... i know that it was a good gasket that was leaking .... it was the cylinder gasket on my motorcycle .... and i replaced it myself miles earlier .....,0
i ordered a dozen of these kits but only received two. i advised amazon and they said they would send the other kits. after two months i still only have kits.,0
there is no way that any ipod owner wants to remove a cover to charge their ipod in the car. the plug into the ipod has a larger than necessary base. the cord is sturdier than the one provided by ipod to plug into your laptop but so what if you don't get to use it. i am returning this.,0
"ordered to keep the battery's on my two harleys up to charge between riding. easy to mount to wall, came with two harnesses, one for each battery, and two sets of clips for temporary hook up. once all is installed, easy enough, just plug in and let it do the work. went to charge cycle for the first hours or so, then maintain. works well. harley dealer wanted $ for a single unit, same manufacturer, this is a better deal.",1
i was hoping to find this item with either a lower price for its torque or higher torque for its price.,0
"this cap is extremely difficult to unlock.. it takes two hands and long fingers to hold the key and turn the cap at the same time. the key will not stay in the unlocking position so you can turn the cap with one hand as other caps i have used.. if it's raining,,, forget it because you hands are too wet!!!",1
"the wheels came in exactly as describe including center caps, which are chrome and not silver as the wheels; they actually make the wheels look better as a result. you will not regret buying this wheel. i installed this on a tacoma base model truck using goodyear assurance comfortred tires. they look great and i'm very satified but no wheel is % perfect so i'm only giving a star rating.",1
"it's too early to review the effectiveness of this product, but not too early to say - no applicator.the picture and description clearly state that there is an included applicator, well not on mine. is this the end of the world? no. there are far too many really important things out there to worry about, but like a bad server in a good restaurant, it doesn't help the experience.if i feel energetic enough after using the product i may add to this review, but lately i've been feeling soooo tired.",0
"great service, product returned, along with k&n filter, not worth the money. cannot justify claims and claims do not justify cost.",0
i went to buy all products they siad it was going to cost . for all three together but they are now try to get to more for the third product i want,0
"i have a mazda protege which had oem ngk spark plugs installed that needed to be replaced because of normal mileage maintenance, no problems with them other wise. i did some research by going to ngks website and going to mazda protege online forums. from what i deduced found it best to stay with the ngk brand. also from my japanese motorcycle experience ngk was always far superior in performance and durability to any other brand i attempted to use. in reading about ngk spark plugs in mazda vehicles like mine and using ngk in the past, my opinion is the g power ngk spark plug line seems the best balance of performance-quality for the least amount of money that ngk offers as of . finally shipping thru amazon was not as prompt as other online retailers i have used for parts, arrived days latter than another online parts retailer i have used, the shipping was ""ground - days"". the slow shipping is the only reason why i did not give stars.",0
i drive a ford expedition with the . engine. wow! this intake made a difference in acceleration and increased my mpg by at least on the highway. i highly recommend it to anybody!,1
"gloves fit very loose, they do not have velcro tab to tighten the wrist. not heavy duty, very lite duty. do not recommend.",0
"i ordered one of these from amazon and received a red one. it is lightweight but works well. it is sturdier and easier than propping the trailer tongue on blocks of wood. i have to lift the trailer hitch about /"" to get this under the jack (my tow vehicle is a ford explorer). overall i am pleased with it. it just seems a little pricey for a piece of hard plastic. but, if weight and convenience matter to you, it's a good option. it will not work if you have a wheel on the bottom of your hitch jack.",1
"small, light, and portable. packed a lot of functionalities into one device.can get it @ sam's club for $!!fan can be pretty loud while the charger is working.",1
"i was afraid of buyding this but after reading many review from other people, i decided to buy one to use it on my canon powershot sis camera.maybe i wasn't using it right but it was very unstable. maybe my camera was too heavy for this. i liked the concept of this design but it never worked for me. i ended up giving it to my friend who has smaller digital camera as a birthday gift. never heard from him since then.",0
"i bought two for both front seats to go across country. they do help with the thigh and back muscles when your traveling. sometimes the lower back vibration just didn't seem enough. all in all i thought they did the job. we've only had them a month, so now i'm hoping they last, because they get a lot of use. i do have to say, like the other reviews that the two front strap clips are quite flimsy and they do not hold....cheap thin plastic made in china, what else!!!! i do recommend them regardless.",1
"i bought this back in april along with a bosch wiper blade for my sienna. i was happy until i took my ride in for emissions inspection and it failed because the rubber on the wiper blades was splitting - after eight months of use. maybe the emissions station sliced it. who knows, but now i have to fiddle with them again to pass emissions. not likin' than.",0
"as far as i know, this works fine. didn't have to use it. we took a trip to spain and were told we needed a converter. later, we found out all we needed was an adapter kit since most electronics automatically convert from to now. we took both. did not need the converter but it is probably a good investment for any item too old to automatically convert.",0
"i thought this would be a good tool to hold the things i buy like groceries but when i opened it, too small i had to send it back. cant believe it cost that much for its small size.",0
"so far the only thing we have found this good for is if you leave your lights on. we purchased of these. one of the cars we have one in, the van is having problems with a short in the electrical system and chrysler dodge is not able to find where the problem is. so we purchased this so my elderly mother could just plug this in and jump the car. it doesn't work. so we have to go across town, hook the jumper cables up and start the car then disconnect the cables. you would think that this would work for that. it just needs that little bit of a jump, but it won't.so i'm very disappointed in that.i'm waiting to be able to use the two when they actually will work for me.",1
"i've learned from my mistakes. i've purchased two of the cheaper jump starters (one coleman, one vector, probably made by the same folks) and both stank. they don't give enough power to do than more than a couple of cranks in warm weather, and are worse in the cold. worst of all, the cheap plastic clamps broke. it was difficult to open them wide enough.this charger, on the other hand, works very well, and it's a great value. lots more power, charges up efficiently, and has solid all metal clamps. you do need an extension cord with a small enough female end to charge it, but that's easily found.btw, aside from the obvious uses of this product, it's nice to have the male-to-male cigarette lighter extension cord. this allows you to provide power to your vehicle when you are swapping out that dead battery that was giving your problems, which means that all the electronic settings in your vehicle are preserved during the swap.",1
"i didn't expect much out of these racks, but to my surprise they worked extremely well. i used them with both one and two short boards doing freeway driving (at speeds i'd rather not admit to) and this thing worked like a charm. only once over several hundred miles of driving did one of the straps start to come lose and vibrate. a second retighten and we were back on our way.a couple of things to note:. if you have a wider board, the metal buckles might sit on the rails. might be a good idea to use a board bag or have some padding you can put between the board and the buckles.. i put some anti-slip rug material between the straps and the board. this seemed to keep the straps from vibrating and creating a ruckus. plus i felt better about the boards not sliding around.",1
"i bought this stuff for my willys jeep. the transfer case/transmission has developed a nasty leak recently, and i hoped this product would help. i added a full bottle to the transfer case (which was leaking the most) and a bit to the transmission sump; they are interconnected, but have separate fill and drain holes. it was very difficult to get into the fill holes because of the viscosity of the stuff (about the consistency of molasses). i drove around today, about miles or so, and both the transfer case and the transmission still leak about the same as when i put it in. i cannot recommend this product for anyone trying to fix a leaky transmission.",0
"first time i tried the jack it would not lift. i bleed the unit as directed and it worked once. i had to bleed it two more times to get my car off of the ground to a working position. the jack also leaked some fluid during this time. i have not tried using it again at this time, but i will be using it soon.",0
"we bought a very old camper with very dirty canvas and we found this cleaner took very little to be successful, does not take a lot of rinsing and does not change the color of the canvas in any way.",1
"i have owned this model for year. i have used it on separate week long trips in my rv. initially, i was very pleased with the design, it is sanitary and easy to clean, it does not get smelly. however, i just pulled it out to use for the third time and the water tank has sprung leaks right where the latches on either side attach. i am going to try patching it with caulk, but i feel this product should have had considerably more life in it.",1
i recently had electrical issues with my vehicle and was unable to monitor the charging system and ended up with a dead battery a couple times. i'm pleased with the equus charging monitor as it gives me a digital readout of whats going on with my electrical and charging system on the vehicle. if my lights dim i don't have to guess what is happening all i have to do is check the equus and i know if my charging system is working correctly. i would recommend this product to anyone that only has a idiot light on there dash.,1
"i think this is by far the best motor oil mobil has ever made, i have used it once in my honda accord, i usually use castrol or valvoline, but since they cost more i decided to try this new higher quality mobil . and it sure is a winner, mobil folks can be proud, they have made a product now as good as valvoline full syn & castrol edge...not royal purple yet...but who is...?",0
be sure this gauge is what you are looking for. i ordered it and it wasn't until i opened the package that i realized it is only at psi gauge! doesn't work for most vehicles with psi tires,0
"these pads could be of good quality but produce too much dust, if your car is equipped with steel wheels then it could be ok however if your car has alloy wheels you should look at other brands. i'm not making this up these pads produce at least % more dust than original equipment.",0
"the product works as advertised. however, it occasionally emits a high pitched sound which i identified as a hardware issue with the mini fan which resides in the unit. something is loose: either the case that holds the unit together or the mini fan inside. after i fumble around with the unit for a minute i get the sound to go away. but it's annoying to have to do this. i have only used the unit a few times so far. perhaps the noise will go away entirely...or it might come back and never go away. so i remain concerned. when the unit isn't hissing at me, it's great.",1
"we purchased these rain coats for our atv's when we ride them in the snow or mud. the fit appears to be in-line with the sizing chart, and they breathe well. this helps in warmer temperatures and allows you to layer underneath in colder temps. add some thermal underwear, perhaps a fleece pullover, and a balaclava beneath your helmet, and you are perfectly outfitted for the snow and cold.",1
"they sent my orders together in one box and guess what,, one of the bottles leaked all over the inside of the box. i lost about half the bottle and had to clean off all the others, a real pain. i hope they will not send all bottles in one box again. and i will see if they will replace the one leaking bottle.",0
"the bosch evolution wiper blade performs excellent. the wiper maintains full contact through the harshest downpours, and won't clog up with ice. it is easy to install, features quiet operation, and looks great. the downside of this wiper is definately the price, and it is designed to stay that way! the rubber insert (which is the only part that wears out)can't be replaced. the symptoms of a worn insert are the same as with any wiper, chattering and skipping. when mine wore out, i took it apart (not easy) to examine the design, and found that it is obvious that the wiper could have been designed to use replaceable inserts, but wasn't! bosch's product designers certainly knew what they were doing: boost bosch's profitability by designing an expensive wiper that must be completely replaced when it wears out!",1
"this license plate ""frame"" is just a bit too small to actually frame my license plate. more accurately, it sits on top of the license plate, and the edges are visible outside the ""frame"" at the sides and bottom. but since no one will be looking closely at my license plate, it's ok. it's pretty, it's shiny, and it's slim so it doesn't cover my tags. good enough.",1
"i tried to seal parts that would only leak..do yourself a big favor and try hylomar blue,,,,,,it is the best sealer for gaskets, covers, etc.",0
for several years i was having a problem with the sylvania silverstar bulbs burning out every to months. i loved the light so much that i tolerated it and replaced them with the same bulb.i was using the practice of letting the camry turn the lights on automatically with a turn of the ignition key. the process was () lights turn on () engine starts. i could see the lights flutter a little during the starting process.i then experimented by manually turning on the lights after the car was started. it has now been years with no bulb burnouts. i believe turning the ignition with the lights already in auto on creates extra wear and tear resulting in more frequent burn-outs.,1
"i've had this for less than two days and this thing has started to deform from the heat of the sun(melted). its not supposed to be used while the car is on(would have been nice to know before i got it). also it's illegal to use it in your front window as shown in the picture while driving. im going to try to use it to keep my battery booster boxes charged. this panel can't be used outside...so if its illegal to use it in my car, and can't charge a battery outside in the sun i can't think of many ways to use this(in a garage with a big sunroof maybe). after using this product my system's capacitor has stopped working.",0
"i bought one of these for my husband's truck because they can't fly anywhere on impact. i'm all about the safety. in response to j. e. kiehn's review, i'm not certain if he knows exactly how much force is required to break a sandbag, therefore ""dissipating"" it's energy, but after working in the er for a number of years and seeing a few ""sandbags meet craniums"", i can state categorically and for the record, the cranium always loses. the sandbag always comes out looking better. that's why the guy who invented this product is a genius!get rid of any potential projectiles from the back of your truck and pick up a shurtrax. it does what it advertises and easier on the truck bed than sand or salt bags. have had ours for months and no leaks despite other cargo!",1
"i have not tried it with a draw near its max of w but at lower draws it is fine and always runs cool, thanks to the built in fan. that is also the only negative i have after a month with the unit -- fan noise. it is loud enough to be noticeable over normal road noise, although the car radio drowns it out at normal volume. i think i can put up with the fan because otherwise it seems a very good unit. maybe they could hook the fan to a sensor and only have it run when the unit gets hot. the shape is good for my pickup's dash arrangement and being all-in-one it doesn't slide around or need securing. overall, a good unit that has done the job.",1
i received my order in good delivery time. have not use the filter yet. i will update it later when i have a chance to use it.,0
the product came in damaged. i emailed several time and after several attempts i did get one back telling me to resend the package and only had a few days to do it. i did need this item and while waiting for a response i went to the local target and purchased another. so i still have the broken here.,0
"jpeg compatibility is a must for my digital picture slideshow project. component video, composite video and s-video outputs make this work on most tv sets, so i can carry it to a friends house and probably show my jpeg pictures. i presume dvd video playback will be good, but i'm not purchasing it for that. today is feb , i should have this in use by feb ; i'll certainly revise my review (with passion) if this thing doesn't work....you can bet your boots on it! there are cheaper units which will handle jpeg, but i read some reviews and concluded that for the extra u.s.$ this is the one for me. **don**",0
"can't figure out what this is for, but i love the name! mothers powerball mini polishing tool. very hip and powerful sounding. plus, it includes ""mother."" who doesn't love it?",0
"extremely poor technical support. i have contacted bulldog several times via phone and left messages. if you call the wait time is extremely long and you can leave a voice message with your phone number and they will call you back, right??? i have sent multiple e-mails, received back nothing. if you expect support troubleshooting any issues this is not the product to buy. packaging was very damaged as well.",1
"the xantrex inverter was delivered quicker than expected and although i have not installed it yet as it is still winter here, it will be the volt source of backup power sourced by my new solar pv/battery system. i am confident that i chose a top product from the plethora ofchoices out there.",0
"after owning a number of simple and fancy tire gauges, i purchased a few different styles from milton, a us company with a long heritage. after finding that i got different readings measuring the pressure in the same tire, i contacted milton and spoke with a fellow there who said that in the us, even the best gauge only has to be within pounds of the actual pressure. that was a little disappointing, noting that one can be low and another high for a spread of pounds on a tire that has a pound spec. when i complained about this, he said the important thing is to keep the tires inflated, and to the same pressure in each tire. he added, being off a few pounds is not a problem. i find that hard to believe with all of the safety warnings to inflate tires to the spec.",1
"wish it was a little longer in the neck.i wear this on motorbike when colder than *. neck is a little drafty because i'm not wearing turtleneck.i wear this skiing when * or colder. neck is fine because i'm wearing turtleneck.fabric is warm enough for both, yet thin enough to get under the helmets worn in both activities.also, shows too much face when committing crimes.",1
i purchased the porter cable because i have had good luck with their products in the past and was impressed with the extra torque this wrench had.but when i opened the box i found the tool with scuff marks and sitting in a small puddle of oil. i am doubtful if the leaking oil condition would improve with use and did not want the risk of messing up my tool chest considering this model does not come with case (model with case was discontinued per toolcribb). i will be returning product and trying another brand.well i didn't return it. it works fine with a little weepage of oil. not sure if still sold but it has held up in my garage with occasional use for a long time now.,1
"everything is great about this except it smells so bad. the treatment for the ""canvas"" is too much. once it comes out of the box, take it out of the house and open it up and let it ""air out"" for at least a week.the product, functionally, is almost perfect and warrants a -star rating easily. rugged and flexible; totally useful. but the smell subtracts of those stars and that's being kind.",1
"very good quality, looks better than the picture, snaplink is sturdy and heavy, beautiful leather (i got a tan one).update : just received a new one to replace my old broken snaplink key chain. the designer removed the second (pigskin) layer, so leather feels thinner and somewhat cheaper. according to the seller, it was done to show ""the proper underside of the leather"".",1
"the basket was easy to assemble and relatively easy to mount since i was doing it by myself. the basket was great for our trip, very sturdy and held enough luggage to make things much easier.my only real complaint is that the mounting is not as flexible as i'd like and though it says it will fit my vehicle with the factory bars it is right on the edge and really can't be mounted with bars centered in the clamps the way the instructions say it should be, that's why i only gave it stars for the way it mounts on my honda element with factory cross bars.the product shipped right on time and was delivered as predicted.",1
"surprisingly, this device works. i drove my corvette in the hill country of texas for years, and never had a problem.most everyone here hits a deer sooner or later.it is my understanding the dps (state police) use them.",1
"was exactly as advertised, delivered when promised, as usual.easily installed in my acer laptop. windows vista only recognizes gb, and my power consumption has doubled. battery used to last hours, now lucky to get an hour out of it. internet video is smoother, though and programs load and run faster. trade off? maybe i was better off with the original gb.",0
"the product was in good condition and as described, however there was no information on the shipment schedule. i tried calling them too but they couldn't help at all.",0
"i purchased three of these at the same time and have only installed one. my mom's car is one year shy of having auto off headlights and she occasionally has forgotten to turn them off. i bought one of these for her toyota corolla. installation was extremely tight on this particular vehicle and i am crossing my fingers that i made sufficient alterations to her coolant overflow tank setup to safely accommodate both. this is not a fault of the prioritystart rather one of the limited installation warnings and/or limitations.the other two have been purchased for our two, primarily stored, mercedes diesels and have yet to be installed. i can see where the use of one would be a reasonable idea if you have a yet to be isolated/solved electrical draw and want to be able to still start the vehicle w/o having to jump start it.",0
"the product depicted in the picture is the old model developed by curt for the prius, this design causes the exhaust gases to overheat the rear bumper cover and cause it to melt.be sure to get the latest model from curt which has a ""cut-out"" for the tailpipe.",1
"we had high hopes for this professional-sounding adhesive. but after a week, the headliner was hanging loose again. looks like we're off to the upholstry shop.",0
i bought this a year back. it worked great for year. i always use this whenever i go for trips. it still works without any problem except it recently started giving some noise(probably because of the fan).you can definetely get irritated unless you have music on with good volume.,1
didn't read all the reviews before bought it. i thought stars were good enough. now i read the reviews and can understand why users weren't too happy with it. this thing should not get more than stars. the chuck design has a major flaw as others already pointed out and the gauge reading was inaccurate.,0
"when i type in the keyword ""usb headset""; i expect a group of products that are oh i dunno ... usb headsets. i ordered this because it was well priced and it had good reviews and it came up on the list of usb headsets. guess what folks, it's mot a usb headset. i read several item descriptions and ultimately made my decision based on the reviews instead of the descriptions. bad idea. i have wasted $ since my headset jacks don't f'ing work and i needed something usb compatible. my advice to amazon is to find a way to seperate your keyword terms so things that people want are not mixed in with a bunch of crap that they don't want. i can hardly blame the seller for this. this is amazon's keywords not filtering out non-usb headsets and then it's my fault for not seeing that it wasn't despite the hours i looked through the headsets. i am very disappointed.",0
this light duty winch work just fine. i mounted it on a plate but for light duty the ball mounting plate worked just fine.,1
i wish i would have known that you can buy this product at autozone before i purchased it on amazon. i could have saved on the shipping and got the item sooner.,0
"this charger did not work on my old toyota van.i finally had to use a plug into the house outlet, and charge it overnight.this booster just doesn't seem very powerful.wouldn't buy it again.",1
"my night vision ain't what it used to be! i have tried several aftermarket bulbs and found these to be the best. you can find brighter replacements, but the design of these is just far superior. i compared another brighter bulb by razo with a piia and found the color and beam pattern worked better with the piia.keep at least a spare on hand, since these bulbs are fragile. this purchase was to replace my previous bulbs from about a year ago. if the bulb life seems unsatisfactory, try the inferior designs that only last a few months.",1
"the manufacturer product description said - good attenuation of ambient noise, but the very first thing i noticed was the boost of the room noise when placed them over my ears. but the killer was that playing music through broadcast to the entire room - i might as well have been using i small speaker. unfortunately that was unsatisfactory and they are already on their way back to amazon.",0
"i use this compressor to fill the tires on my cars. it works fine for that purpose (espeacially if you have a separate more accurate pressure guage).however, the fitting is a little bit difficult to attach to the tires on my scion xa. the fitting has a degree bend and a tab that has to be flattened down. because the design of the rims and size of the tires, it is awkward to get the tab in place. note that these are not specialized tires or rims.despite the struggles to get the tab in place, i am satisfied with this product.",1
the a- cardone pump you have listed for the cheverolet impala on your site has a a part# is this correct?all of the other pumps that list for this vehicle by a- cardone have the part# which is correct ?are these pumps interchangeable by part #?prior to ordering any part you always want to verify that it will fit!!,0
"these do the job but tear easily in the heavy automotive work i am usually doing. they do save wear and tear on the hands though. you also get more tactile response versus thicker ""mechanics"" gloves. if i put a piece of duct tape over the thumb a pair lasts all the way through a project.",1
"this is an excellent oil filter if you are looking to spend the extra bucks. however, i think a cheaper one that buy at the local autoparts store maybe just as good. its up to you.",0
"i have an ' polaris sportsman , which by itself is not a slow machine. once i added this filter as a replacement for the original, however, it was a whole different ballgame. i immediately notice the boost to acceleration and pickup from the motor, and as someone who rides mostly off-road in the desert i'm sure i'm adding longevity to the bike as well. simple install; fits directly in place of the stock filter. a very inexpensive way to grab a few more horses.",1
"got them, they work, just sorry they are from china. guess i will have to stop shopping on line so i can see where stuff is made. tires from china were recalled today.",0
i got this as a gift for my car obsessed brother-in-law. he seemed to like it. i'm not sure how it worked on his car or even if hes used it yet.,0
"you need sets of these `yakima q clip sets' and the corresponding `yakima roundbars roof rack cross bars' (check your vehicle dimensions for the proper lengths), if you are planning to install a ski rack or any type of enclosure unit. i had these installed professionally for a little bit more money, and it was worth avoiding the hassle. they come with an extra set of keys and are very strong. they are simple and sleek. definitely a `must have' for a truck owner.",1
i was happy with the service and condition of the kit i have not used it yet but we will see,0
i have not tried this product yet therefore i have no review or comment. other people that have tried it say it is great stuff. i bought it on others recommendations and i will keep it on hand when the next stuck bolt comes along.,0
"i have these chains for two vehicles now and love how easy they are to mount/dismount. so much easier than chains which require you to move the vehicle mid-way through assembly. grip is awesome when everyone else is sliding around.my *only* gripe is that if you don't rinse them off, dry them and spray some sort of lubricant on them, they'll rust. so out of pairs, i have one that is rusted up (still usable) because i put 'em away wet and forgot about them. btw, there are some nice 'dry' lubricants made for bicycles and motorcycles that aren't as messy as wd or other lubricants which stay wet for a while. since you store chains in your car, the smell of certain lubricants is another thing to watch for.",1
"we got this because we were renting a car to go over the hill, over the day,to grandmother's house for christmas. rental in mind, i got this for it's ""universal"" factor. the rack worked great and did not cause any damage to the rental car, *but*...it appears the word ""universal"" is synonymous with ""rain gutters"". this is the reason we don't have a full compliment of stars. oh, and if you're wondering how i got the rack on without the benefit of rain gutters...yeah...um...(close your ears rent-a-car places), i ran a tie-down line through the car with the doors open and ratcheted it down, then closed the doors on the line. a bit noisy due to the wind whistling through the lines as well as the gap in the door, but we got to grandma's and back without a hitch.",1
"permatex rust treatment is a cost effective alternative to new fenders, tailgates, hoods and nearly any rusted metal surface. with simple spray on application, permatex stops rust on contact with a bubbling reaction similar to ""alka seltzer"" or peroxide on an open cut that you can both see and hear. besides the ""proof being in the pudding"" so to speak, permatex dries (after about coats) to a black finish that can be painted over with replacement or touch up paint, or a full vehicle or item paint job. i have used it on the fenders of my truck as well as a wood stove cover plate to convert a fireplace to take a "" stove pipe. while not reccommended for high-heat, permatex performs to a very pleasing standard. it stops rust for less than half the cost of other alternatives and comes in a simple spray can which leaves no messy paint brushes or rags behind after the job is finished.",1
i ordered two of these filters. the packaging was safe and nice with more than enough padding in the box. however both of the filters were defective with top of the metal cans were bent.i returned them for a refund.metal endcaps on both sides makes the total filtering area smaller than equivalent toyota filters.maybe a reason to use the bigger size.,0
"the darby bed extender can be mounted in two positions: crossbar at bed height and ' behind the bumper, or crossbar at roof height with vertical post so close to bumper you can't open the tailgate. not enough choices, unsatisfactory.",0
"pni wayfinder v wireless full spectrum compass and wireless temperature systemi have been very happy with this unit until recently. i purchased the unit on //. it was an easy installation and the unit worked fine for several months. at approximately its th month in service, the battery went out on the compass unit...even though i was using auxillary power plugged directly into my vehicle. i replaced the battery and it again worked fine. in its th month, the temperature transmitter stopped working. i attempted to replace the battery in this transmitter and it would not respond. i attempted to contact pni via pnicorp.com, but they showed no support for any wayfinder products. i then tried to call their customer service number and found that the number was out of service. i guess i will continue to use the compass portion of the unit until it dies without the temp reading. however, this is too premature for this unit to fail and then find there is no customer support. i would not recommend buying this unit.",1
"i ordered the on board compressor and a set of air lift bags for my chevy hd to see if it would help when braking while pulling my ft fifth wheel, when aired up properly the bounce is gone when i apply my camper brakes and they even help level out some rough roads (not all though). if you install them yourself and you are wallowing around on the garage you will spend + hours on the air bags and at least that much time on mounting the compressor and electrical, without some good help. but still saved $. doing it myself.",1
"i first bought one of these wheelcovers in an auto parts store couple of years ago, but the inside plastic edge on the first one had started cracking from sun and heat. since i really like the soft effect these covers give, i decided to buy a replacement. unfortunately, the replacement i bought online from amazon is not nearly as nice as the one it is replacing (even though it is the same brand). the problems are: () the new cover is not wide enough to go all the way around the wheel and leave the seams on the inside of the wheel (this means you touch the seams when you grip the wheel); ()this cover is not nearly as soft as the original, and () the cover fabric on this one is slightly wrinkly rather than perfectly smooth like it was on the original. this said though, it is still better than no cover.",1
"bought it to patch a pipe break temporarily, until we could get the car into the shop for an exhaust system replacement (big bucks). the tape is of good quality, and it sticks to anything. it is fairly easy to handle. the only warning i give is that is does not hold up at all under conditions of vibration. if you are going to cover a hole in a muffler or catalytic converter, this stuff will probably work out well for you. i used it to wrap around a severed pipe (inlet to the converter). on the first day after application, the tape sheared due to vibration. not really a problem with the tape; it just wasn't designed to withstand vibration. so, keep that in mind.",1
"i ordered this item from amazon but got a different gear oil. needed a gl- got a gl-. would have reeked havoc in my spec-v tranny. i returned it without an issue but need to re-order the correct gear oil. should i order from amazon again, i probably will.",0
"i got this tv to be used with my xbox . i was disappointed when i played call of duty . i wish i knew about the issues with lcds and fast motion before i bought. you can see blurred graphics when you make fast turns. same blurs i did not see when the was hooked up to my older hd projection tv. i took the restocking fee hit to return this tv because it was not good for gaming at all. i since bought a plasma panasonic th-pzu and in my opinions its the best tv for gaming i've seen. this samsung tv is great for watching regular tv and slow moving movies, but i think not for gaming. i would bet any lcd tv has this issue. they claim the hz tvs are better, but i'm thinking its still not as good as a plasma. i though i should warn people because i read reviews saying it was great for gaming. those folks must think the blur of graphics is normal when there is fast motion.",0
"at this time i am not able to rate the performance of this product....it is one of those things that you buy...hoping never to use!...it appears to be of good quality and the flashlight function works good, however, i can't rate it's performance until i have had an emergency situation in which to test it.",0
i bought this for long distance travel. so i could save on hotels...but engine must be running to use this. thats stinks and it was a waste of my money. if you dont have heat in your car..well this blanket would be perfect for you. useless. i wanted this for camping also...thought it would hook up to a battery of some sort. arghhhhh,0
"i've get this to fit my honda st, and when i open the box and feel it, i think this product would be great!...after read the instruction manual, i decided to took it with to the upholstery, since it was a little bit complicated (cut the seat, reshape it, etc). so, they did a very nice job with my seat, lowering "" and puting the saddle gel inside, with a thin cover of foam.at the end, i really don't feel any noticeable difference. maybe i need to remove the upper thin foam i put it, but the manual said that i have to put it...",0
"this product didn't hold it's own against cheaper, off the shelf waxes. once every few weeks my buddy and i take new waxes and compare them. so far we have accumulated around different waxes. we test them for their ability to bead/sheet water, hide swirls, the color clarity they provide, and how easy it is to remove. this product beaded the water but not as well as the cheaper waxes. it didn't hide any swirls even after - coats of it. the color didn't change on the paint after applying the wax. finally when trying to remove the wax it left a streaky finish even after letting it haze up for hours. overall it was an unsatisfactory product and would not recommend it to anyone. the only redeeming quality of this product is that it went on easier than any other wax.",0
"i purchased several cyberpower brand inverters because this is the only brand in stock at best buy. now i understand why it is still in stock while the other brands are sold out. sometimes they work and sometimes they do not work. i would classify them as substantially unreliable. the end of the cpsbi model fell off somewhere in the car because it is so cheaply made. therefore, i bought a much more expensive cyperpower model before a long road trip because it was the only other inverter immediately available. the new purchase did not work at all. this really affected my daughter's schoolwork because we were on a long road trip and she could not use her computer.",0
"i purchased this tow strap specifically for pulling a stump of a "" cedar tree that had fallen over in my yard (with half of the root cluster unearthed) and the strap snapped in half on the second pull. the strap probably works well for its intended purposes but it is not recommended for pulling stumps.",0
