comments,Helpful
"i like to keep my car looking as nice as possible all the time so that when i hit the road, my lexus gx stands out on the road. fine. i bought this product simply to avoid having to wash the car everytime i go through a puddle or my kids paw the car doors.now, does the product work? absolutely. would water work? probably. this is why i only gave it three stars. the question is, will i buy another bottle when this one runs out? um...probably. just in case this product does do a better job cleaning up little messes, i'll stick with it. maybe it does protect the wax layer i have on. maybe it does add a little bit of protection. maybe it does give a little shine. i can't tell. but to be on the safe side, i'll hand over the dough just the same.",0
"i bought this product after reading some reviews placed around. even though it proved its utility up to a certain degree, since the beginning we had problems with the design, since it makes it a little uncomfortable to attach to the computers. after a while, some of the computers in my office stopped recognizing it, something that did not happen with other drives of the same maker.",0
"i purchased this in may ..started right up,worked like it should when testing it with a vacuum and such.stuck it in the shed until about oct and noticed the fuel gauge sorta melted and is unreadable.havent used it much so i dont have much to say about it.",0
"i have a strong feeling that this is just a bit of colored gasoline, and that i got suckered. i think i will never know. has anyone actually factually demonstrated that this really works as it claims? the best i can say is that it likely won't hurt, but the placebo effect doesn't work on a car engine because it has no mind so what's the point!",0
"i now have bought two lenses that were not designed for the smaller digital camera sensor, and both consistently fail to autofocus, the sigma mm and the canon mm f. ii, both relatively inexpensive lenses, and both designed for film cameras i believe. i was able to get both to focus most of the time by using my ""live view"" focusing, but it is slow and you can't use the viewfinder. i just couldn't justify keeping this large, heavy, no doubt very high quality lens if it was going to be that difficult to use.the kit lens that came with my canon xsi focuses much more reliably, maybe because that lens is designed for small sensor cameras.",0
"i am sure this product would be an excellent buy, but i ordered it and it did not give me an option on size. i am asking the dealer to give a contact address so that i can choose my size prior to shipment. i will post a new review in weeks.chris",0
"i plan to use this tool to replace the locking strip on a classic car. i have not used it yet, so i can't comment further.",0
"the tachometer works as expected. i used it to confirm that the rpm of my snow thrower engine is running within in the ball park range. this is good.but it comes with a hard case, not the soft bag shown in the picture. i actually paid extra from this vendor to get the soft bag because i don't have a good impression of hard case. but i end up getting a hard case. i could have ordered it from a different vendor and save some money. they should change the picture or lower the price.",0
"i am so happy with this lens. i think this is a keeper. i sometimes meet people who say that it is a lot better to have vr. this may not have it but quality and sharpness is excellent! i used it for sports, and portrait. it is a fantastic lens that will surely have space in bag.",0
"a friend told me to get a circular polarizing filter for my canon lens so the sky here (which is always blue) would pop if there were any clouds. i needed a protective filter anyway so thought i'd try it. i really cannot tell the difference when i move the lens as to the difference in polarization. but, it is a protector for my nice canon lens, even though it is a bit too expensive than just a plain polarizer lens,for just that purpose.",0
"i bought this stuff for my willys jeep. the transfer case/transmission has developed a nasty leak recently, and i hoped this product would help. i added a full bottle to the transfer case (which was leaking the most) and a bit to the transmission sump; they are interconnected, but have separate fill and drain holes. it was very difficult to get into the fill holes because of the viscosity of the stuff (about the consistency of molasses). i drove around today, about miles or so, and both the transfer case and the transmission still leak about the same as when i put it in. i cannot recommend this product for anyone trying to fix a leaky transmission.",0
"i used this product over the weekend and having problems with my eyes it was hard to read the back label. the company not including that normal one page instruction made it very difficult for me. in that case, i could have purchased similar item at walmart and it would have been cheaper for me to return it if i was not satisfied. i would have sent this item back. however,shipping cost was too much.",0
"the product specifications say""product dimensions: x . x . inches ; pounds"".this is probably the dimensions of the package, not of the product.this is a product that i might be interested in, if the description was accurate.i am sure that the product must be at least inches long.i am submitting this as a review because i cannot find where to report it.easy-access trunk organizer",0
"being an active person, music is a very important part of my life. if you are looking for a decent mp player, the philips jordan mp player is a safe bet.one of the quirks i do have about this player is that the rechargeable battery that is included has a life of about minutes. well not really, but you would apparently think so after using it.a plus side to this mp player is that you can also save word files on this player. not too bad for the active man on the go.the equalizer buttons are a bit tough to press at first, but i am sure that this will get better as the mp player gets worn in.all in all i believe this to be a quality product and you get what you pay for with this product.",0
"this stuff is hard for me to review because i am a new user and wont know how effective it is for a long time. i used it on my spark plugs and if all goes well this product should make the next change a whole lot easier. the one thing i can review is the amount they make you buy. unless this is made for mechanics who own large shops or dealerships that work on a lot of vehicles the amount is just crazy! when you use it on whatever you choose to use it on it doesnt take much, very little in fact. so...an oz bottle of it should last long after im gone, then on to my children, their childrens childrens grandchildren, probably even longer? sell a oz or maybe /oz size, i would pay a few bucks for it.",0
"excelentes faros, alumbran bastante! solo mejorar&iacute;a el aspecto de seguridad, ya que con solo aflojar dos rueditas con la mano te lo puedes llevar.",0
"para nuestro trabajo es muy bueno, sobrevivi&oacute; a una caida de unos metros.no tiene la potencia como para mover un taladro robusto, pero si para recargar un laptop u otros menores.es claro que si tuviera mas potencia tambi&eacute;n ser&iacute;a m&aacute;s pesado y eso ser&iacute;a una desventaja. el equipo es muy liviano y la opci&oacute;n de ponerle una bater&iacute;a de auto, aumenta mucho su tiempo de trabajo.",0
"i paid the price of x speed, but only received x burning speed with the latest nero ... and the latest copytodvd .. software. i have a new nec dvd dual layer burner, model nd-a.",0
"i ordered this for my lexus. however, i can't rate this product because i was unable to install it myself! i thought this would be a simple installation, but ""no way!"". since everything is covered up under the car's hood i was unable to see the difficulty to install the product. i am going have to take it to the dealer for installation.:( how much is that going to be???? so unless you are willing to spend more than a few hours installing this yourself you will have to take it to your mechanic or the dealer.",0
i was very dissapointed that my day shipping (ordered on wednesday) did not arrive until monday. friday would have two-day in my counting. please advice and refund extra shipping charge.,0
i was looking for an item to use that i could drive my truck in the garage and bump the front wall without damaging anything. this is kinda flimsy. would be fine to keep doors from scratching or denting. i sent it back.,0
very cheap. materials are cheap and very flimsy. would not recommend it for fuel. reminds me of the giant pixy stix powder candy.,0
"the lcd panel is bright and legible. the led lights provide a quick overview. the unit correctly identifies the monitoring mode, battery vs. charging. i personally found the -decimal place voltage reading unnecessary and distracting while driving.i suspect the voltage reading is not totally accurate; one of my cars has a brand new charging system and battery, months since they were installed and less than miles in usage, but the battery voltage reading tethers .v. i get the same reading on my other car as well. i hooked up both cars to a battery tender and with the tender in floating mode (indicating the battery is basically fully charged) the voltage reading still doesn't exceed .v and the battery icon shows the batteries about half charged. i believe a few other people have reported a similar problem with the battery icon.",0
"this is a great player easy to use and the sound is goodi have the dollar bose head phones to go with it.the only thing i don't like about the player is it doesn't support usb .i have so many porno from my friends and i load divx movies on it and bring it back to my own computer, much better than asking my friends to burn me cds",0
"i have yet to use this product to inflate my tires or plug anything into it. it just arrived a few weeks ago. the instructions on how to use it were not that great (go figure) and not all the parts fit into the tray (pictured) that goes underneath it. still... i've never seen anything quite like this before, and i'll keep it in my car and hope i never have to use it on my tires!",0
"if for your own personal reasons you've chosen to preserve a favorite car from the recent past you already know there is a need for a tool like the actron. with out realtime data streams or obdc at hand and the tools to access them, your last and best option will always be a reliable vom/dwell meter and a timeing light. when all is said and done these tools provide more setup information than most european cars useing robert bosch fuel management systems. i've paid more for these meters but never less; im very pleased to have one for my elderly volvo when some tuneing is at hand. youre surprised its digital? im surprised its still on the road after a quarter century of daily service?!take a spin with me out on the arctic tundra someday and we'll track down the north pole together some sunny summers day.oscar",0
"does what it is supposed to.sometimes makes a loudish whirring noise when the vr is on, whichis a little worrying. hope it doesnt die on me.shipping was brisk.",0
"after a couple years of use in weather, it's flaky.only works if i flip the switches and unplug a couple times.",0
"i was going to order this item. when i went to checkout the quantity was changed from to . it said this is a limited quantity item. why would i only want when my audi is a six cylinder? this is a stupid policy. if it said this on the product page i would not have put it in my cart. instead, i had to waste time going through checkout only to find i coul not order the number of items i needed.i think i'll start doing my shopping elsewhere.",0
don't just leave it conected to the battery for a long time. it will boil the battery. used on a car battery last year and had to replace the battery in the spring because the charger had boiled the battery and killed of the cells. works great. i have the volt to for the lawn mower and other things. but remember not to just leave it connected and come back in months. you'll need a battery.,0
it is listed as being adaptable to many types of cameras but in fact are not because when i purchased it it was not compatable with my camera.,0
"i'm new to the use of detailing clay but this stuff did not work for me. i had some bug gunk and tree sap on my paint job and this clay did not remove it. i lubed the area with detail spray, flattened out a lump of the clay and rubbed it back and forth over the offending substances, re-lubing as necessary. the clay glided back and forth smoothly, but did not remove the gunk and sap. finally got the stuff off with a microfiber cloth, detail spray and just a touch of pressure and rubbing.",0
my honda has k miles/ primarily have used mobile ... have searched everywhere & have been unable to find independent lab analysis for various brands of synthetics. the internet is flooded with amsoil lab specs but i do not trust the results. anyone know of lab analysis truly independent?,0
"great little horn set for your rod, car or motorcycle!! nice red composite housing, gold irridate plated hardware!! -stylish!more of a motorcycle-style horn than seen on modern passenger cars.best mounting location for these or any horn is the front grill area-where they have the most sound-projected volume---warning! if you live in a salty state (like ohio), mounting anything in the grill area of the car will disintegrate (due to) salt!!get em' factory fresh from--amazon!!!!",0
"this is a nice home unit , the tip fits on locks well . then you comfortably add air.the manufacturing of the unit is good for the price. its not junk and not too expensive - the only knock is the gauge seems to be off , more than a couples pound too. i was afraid of that but it gives you a good general idea then you can fine tun it with a air gauge ( btw the accu-gauge tire gauge is very good , accurate - with in a pound and holds the reading until you release it ).would buy this again , should be a couple buck cheaper but i am finding ch products to be very adequate for home use",0
"i have nikon d and i wanted a good and not too expensive macro lens. the sigma mm did the work! great sharpness, professional and not too heavy.the lens i received did not have the af/mf switch. i'm going to replace the lens through amazon's support. they already sent me a new one.i recommend to check that you have this switch when you receive the lens - i don't know why they send a different model.i'll try to add some pictures i took with it.",0
there is no way that any ipod owner wants to remove a cover to charge their ipod in the car. the plug into the ipod has a larger than necessary base. the cord is sturdier than the one provided by ipod to plug into your laptop but so what if you don't get to use it. i am returning this.,0
i would not buy this product again. it does what it should but if i had to do it again i would just stick with detaling microfiber towels from viking/cobra.,0
actually the product itself can only deflate tire pressure from over inflated once. to inflate any tire with this product you need a motorized air compressor but most of the air compressor now a days comes with all the necessary accessories so anybody who is buying should know the specific use of this to them but as a product its good and with optimal quality.,0
"i've purchased these before. this one looked normal size and nothing was mentioned, of course, that it was smaller than expected. when it arrived,i felt duped.",0
"the v-moda is an excellent choice for earphones, if you don't mind the left earbud going out after the th month. i've purchased three so far and everyone of them went out around the fourth month. needless to say i've learned my lesson.",0
"the ordering process was a bit confusing due to immediate checkout which automaticly added the shipping which was supposed to be free. after a few phone calls and a promise to remove the first item and being told to place a new order i now was getting two generators one with free shipping and the second one with shipping. another call was made and after a threat that they would only do this one time they removed the second generator with shipping and credited my credit card. the generator arrived and after opening the box i noticed two motor mounts were broken. i have contacted the customer service and as of two months i have not received new motor mounts. perhaps amazon can help speed up my motor mount replacement. thanking you in advance, robertps: i am hoping the generator starts after i replace the motor mounts",0
i had a good experience with this vendor and product. i would purchase again if still available. product was received in a timely manner,0
"i've never had to use it --hope i never will. it's very small which concerns me if i ever had to use it as intended to knock out the car window, i'm not sure it would do it. i can always use my fist, right?the embedded blade is fine --it should cut through seat belts with no problem. the little black cap at the top is spring loaded & supposed to generate enough force to break tempered glass --not sure but also not willing to test it out. happy the glass man is rich enough!its small enough to fit on your key chain w/out being too obtrusive, i hang mine from the rear view mirror so it's handy should the need arise.i've seen the full size version & may pick one up as i would feel much more confident in it.",0
it does not make miracles!!!your pain wont go away because you have this.it will decrease a little bit.but it worth's a try!!!,0
"***review for the item itself, not its usefulness***i ordered two of these as christmas gifts, and instead of receiving two boxes, two key chains, and two sets of instructions, i received one small box that contained only one instruction set and the key chains. since someone who has never seen this before is going to need the instructions, one of the key chains instantly became obsolete. and since just wrapping the odd-shaped key chain doesn't look presentable at all, it only aggravated me more. two individual boxes and instruction sets should have been included.",0
"it does work as advertised.. but then, so does a tennis ball suspended on a rope from your garage rafters, just touching the windshield of the car. and a tennis ball never needs batteries, either.",0
the product itself is fine the rebate process is a pain. it required proof of purch from each container. i don't always use the oil right away so not even sure if i will be able to get rebate.,0
"this is a good looking bag and it is built very well. it simply wasn't big enough to accommodate all my gear. if you only carry one camera, one more lens and one flash, this just might be right for you, but it doesn't really work for all the stuff that lowepro claims it will hold.",0
"este probador de modulos y sensores es de gran ayuda para el mecanico profesional, y lo mas importante es que trae instrucciones en espa&ntilde;ol sin las cuales no es posible utilizar con eficacia este producto. lo recomiendo como una herramienta de gran ayuda para el tecnico en inyeccion y electricista automotriz. antes de yo tener este equipo tenia que pagar a talleres especializados para que me probaran los sensores de efecto hall y modulos, con este producto ahorro tiempo y dinero.",0
este indicador es una especie de tester que al acercar al cable de bujia emite una luz al pasar la chispa que enciende la bujia. lamentablemente deberia tener un indicador de intensidad para saber si la chispa es debil u optima. es algo simple solo para saber si hay chispa o no circulando por el cable.,0
"this item's description does not specify what vehicles it will and will not work with,it will not work with many vehicles . i happen to have vehicles and it will only work with two of them. it does work fine with the ones that it will work with.",0
nice try ... it does the job but needs more work. the feel is very nice but the sharing is only good for three plays and then you must buy the song. it's screen is x. bla. i'll stay with the ipod for now.,0
"as an inuit native i am constantly exposed to the world of ice and snow. when the antarctic winds whistle in over the ross shelf, and drive the polar bears up north, we get a thick coating of ice over everything.our neighbouring tribe, the ergonom, invented this famous ergonomic ice scraper. just the thing for cleaning off the windscreen of your convertible without scraping the glass.now all i need are some roads! but until that happens i'll just sit in here, looking out my ice-free window, drinking my ice-cold, ice filtered beer, and listening to the corrs on the blaupunkt.",0
"very close match to the mobil filter, k&n; is an expensive filter for what it is.average retail price $overall length . inches (including the hex head)overall diameter . inchescartridge length . inchescartridge outside diameter . inchescartridge inside diameter . inchescartridge pleats cartridge end cap type stamped steel, with bypass valve in frontanti-drainback valve type nitrile rubber diaphragmbypass valve type spring-loaded steelelement type synthetic blend media, glued seamelement length . incheselement width . incheselement surface area square inchesshell thickness . inchesbackplate thickness . inchesgasket type nitrile rubber",0
i got this and the rangebooster is a lie. it has not boosted any kind of range on my network. it also goes in and out of service often. i wasted my money on this one.,0
"watch out for dells customer service. its really the worst. i have spent phone calls, and about . hours on the phone with them, still not resolving my issue. after being promised to be called back multiple times, due to the time issue, still no calls. they have sent the wrong part to me times (dont ask me how) all i wish is that i bought the hp or sony. i dont know how dell has gotten so big, with the poor quality, and poorer customer service.",0
"[...]click ""more information >"" at the manufacturer's link above, and you shall see that this product contains silicone, just like most of the other products out there.however, silicone is not the cause of cracked dashboards.all of the vinyl dressings on the market are about the same nowadays.and no, armor-all won't cause your vinyl to crack. i don't use armorall, but i know it won't cause cracks.all these protectant sprays serve the same purpose as car wax; to add a thin layer of substance to sacrifice to the wrath of the sun.everything else is just snake oil.",0
"the can tap arrived undamaged but the air conditioner recharging station did not arrive in as good of shape. it was apparent that the box had not been opened at the warehouse and that the product was probably damaged before it was shipped. i turned the package back to ups and they sent it back. tool topia finally did ship another machine but it took another to day to get to me which means that i lost another two weeks of air conditioner jobs because of not having a good machine shipped in the first place.i am still waiting on the credit card statment to see if all the proper adjustments have been made.thank you,n. pinger",0
got it as a replacement for the one that came with my camelbak. old one got a small hole in the plastic where it always bent as i put it back in the pack after re-filling. duct-tape only worked so long. so far this one is working fine. last one lasted about years.,0
"i tried repairing the headliner while it was still in the car, and it didn't go very well. it was the headliner along the edge of the back window, so when i sprayed it, the glue would form droplets that trickled down to where the headliner was still attached, and they soaked through. now the headliner has yellow glue splotches on it. also, because it's a spray, it's hard to spray it evenly over all areas. so there are still areas that are detached. and i couldn't get all the bubbles out either. i should have just had it done professionally, which is what i have to do now to fix the mess i made.",0
"shipping was extremely punctual! :>)i can't comment on the quality of this tool since i know nothing about it, but the hubby seemed happy!",0
"i've never had an mp player, so gb to store my music on sounded huge. i figured i could put my cd collection on there. but after the th cd, the space was half used up. i think getting the gb, or holding out for a bigger size- if there is one, would be a better bet. i just wish the gig wasn't so expensive. for that price, i can get an ipod.",0
"i'm new to the digital camera age, so i wasn't aware that this memory stick only works with sony products. i was able to return it without any problem, but beware that this won't work with any product but a sony.",0
not using this for a tire do not want to mislead someone that is.put it in my pool for winter to prevent ice. i will not know if i like it until spring.,0
i purchase this item after reading most of the reviews. actually this product creates a really smooth surface on the car body and cleans the contamiations cuased by the dialy use. but i didn't feel that the car is shinny like new. maybe i'm not using it in the right way but i'm really i like the smooth surface.,0
"actually i cannot truly rate this product, as the other heater i purchased works great and was a lot easier to install. so i am keeping this one as a back up in case the other ever fails me. but, if it's as good as the other i purchased, i would assume it would be fine.",0
"purchased the solar battery charger to keep a lawn mower charged while out on my lawn. the manual says that it should not be used outdoors, and not come in contact with water. not sure what the purpose of this product is then, and page manual provides zero information. upon opening the packaging, the top and bottom part of the plastic case were coming apart, and there was no gasket in between the two plastic parts (one reason i guess it is not waterproof). connected it up, and left it charge for a couple weeks. the plastic case had already melted in several locations, and the wires to the battery had cracked (bad strain reliefs). i have ended up just throwing this away. it is inexpensive, but you pay for what you get with this product. perhaps i got a bad product, but not willing to try another one.",0
"i ordered it today and have been trying to cancel the order and order something else but because it's ""shipping soon"" i can't cancel the order over the internet. i can be reached at:&lt;",0
" stars because it ddoes what it is suposed to do, doesn't whistle dixie or make coffee. like a hammer it is adequate for the job. btw the color is nic and it was delivered quickly",0
"needed a brake controller and this one came highly recommended. smaller than it looks, so fits the jeep jk perfectly. but, i could only give it three stars because tekonsha does not make a plug-in adaptor for the jeep jk, so this is a ""wire by hand"" deal that takes some time in the cramped quarters of the jeep. they make the plug ins for many other vehicles, don't understand their lack of coverage for the jeep. build is high quality, and i like the manual control on the bottom, just in case you don't feel that the automatic braking is enough in certain situations.",0
this hammer is so lite and skinny it would hurt your hand to use it to break a window. the head of it is not very big or heavy.,0
"well, to start off with, the remote pictured is not included with this kit. additionally, this would be a great kit if you were connecting via tape adapter or radio transmitter, but for us that like to hard wire the unit directly to the head unit it really provides a lot of extra parts you will never use.only items used from kit:mounting bracketantennav power adapter",0
"i didnt give it stars because i havent used it a lot. but everything looks pretty good, and the product filled my expectations. and i like the way it looks too...it's pretty similar to the picture, unlike other products whose pictures do not represent the reality. great purchase. i totally recommend it!",0
"my husband really likes ithe said it was what he was looking forhe has not used it yet,but that is okat least when we need it it will be thereto help us out in a emergency.thank you",0
"unfortunately i thought it was a good price and free shipping, but not the case. found same ramps at local auto parts store cheaper. even with sales tax i would have saved a few dollars.",0
"so i spent countless hours researching every tv on the market. i finally decided on this tv when i was in circuit city. while i was there i happened to bump into a technician that installs the tv's for c.c. and best buy. he told me that this tv was great, but after a couple of years you would notice a deterioration of the monitor quality(i.e. green streaks). he said to go to best buy and look at the display tvs that have been on the floor for more than hours. he recommended the samsung hl-sw "" p dlp hdtv or a pioneer plasma(if i could afford it). just ordered my samsung yesterday from amazon with the stand for $. not a bad deal, although i will have to buy a new bulb every hours.i still think that this sony is the better tv, but not in the long run.",0
"i personally have both of these, the archos first and then the ipod. i can honestly say that the ipod is a little better. lets assume you have the money to buy the archos. well, if you're getting the gb one then you'd want a usb card. that brings us up to oo bucks. thats how much an ipod gb is. who needs gb? i had music videos and all of my mps and all i took up was gb. spend an extra o bucks and buy an ipod, firewire card, and xplay. the ipods have an avrg. customer review of stars. this only has . also, the ipods weigh half as much. beleive me, oz (archos) is heavy. plus, its screen is very innefficient. go w/ an ipod.",0
"i went to circuit city yesterday to purchase some new speakers. i listened to these among others. in my opinion the quality is good for the price. they are just not that clear. the midrange sounds kind of muffled. the bass sounds good though. spend a few dollars more and get some creative labs inspire speakers, they sound much better.",0
i have had very nice results from any and all replacement parts from bosch on a number of cars newer and older that i help family members care for. oil filter went in recently....so far so good!,0
"the unit is simple, easy to use and small to carry. however, we cannot understand what is the real meaning of the ""high/low"" switch. we set the switch to ""low"" for fear of burning out the transformer. manufacturer can easily set it at the ""high"" mode. turtleneck.",0
it arrived right on time but didn't fix my flat tire :/ i would recommend just buying an inner-tube and teaching yourself how to change the tire. it's cheaper and more likely to work.,0
the a- cardone pump you have listed for the cheverolet impala on your site has a a part# is this correct?all of the other pumps that list for this vehicle by a- cardone have the part# which is correct ?are these pumps interchangeable by part #?prior to ordering any part you always want to verify that it will fit!!,0
i bought this product for my dad as a gift as i couldn't find the kind he really likes. he said he liked this product more than other kinds he's tried but not as much as the kind i couldn't find.,0
"upon review of this item it appears to be what was listed. i suppose i had greater expectations for the thickness of the windshield screen. ultimately the item looks as if it will accomplish its task (cover the windshield to avoid frost and snow build-up). i havent used it yet, however, it is what is listed.the thickness 'letdown' may turn out to be an advantage in that it will be easier to fold because it is thin, plus it's thickness (being thinner) has minimized its overall weight (despite being very light).i'll post my feedback when i try it out in winter.overall good price for a 'creative' invention to avoid the hastle associated with scrapping ice off of a windshield when it is -* outside.",0
"i brough this porduct like almost year ago and it worked fien and well it played vcd that the reason i bought because it played vcd which i have alot... the other day i tryed to put the dvd and it did not work i have no idea what wrong with it but rest of time it worked good i would prefered this dvd to any one. why spend so much money on those expensive dvd player all of them play sma thing dvd if u buy , dollar dvd and dvd both will play the same dvd so what the point.",0
"i bought these to replace the blown out speakers in my wifes riviera. the day after i received these speakers, the car was totaled in an accident. when i received these speakers, however, i noticed that they were ""marine grade"" speakers. keep this in mind. now i was also planning on putting additional speakers in my boat. so guess what? these polk audio speakers will be installed in my boat before spring time. therefore, i'm keeping these speakers, i haven't heard them yet. but they are polk audio, they are marine grade and they will fit in my boat. in the summer i can update this on how they sound.",0
"this is an excellent wiper blade. however, in order for it to be universal for all wiper arms, it comes with many separate plastic parts. with no specific instructions for which part go with which wiper arm, it is possible to install the wrong one. the result could mean the wiper blade will fall off in use. mine did and i was lucky my windshield did not get scratched.",0
"as far as i know, this works fine. didn't have to use it. we took a trip to spain and were told we needed a converter. later, we found out all we needed was an adapter kit since most electronics automatically convert from to now. we took both. did not need the converter but it is probably a good investment for any item too old to automatically convert.",0
"after hearing all the hype about lexol i got a costco size kit. in short not impressed, there are much better leather care products out there. i did a restoration on a ekornes stressless chair using leatherique which i found online. while i had some difficulty with the refinishing, the cleaner and the rejuvenator were amazing. yes more expensive than the near useless lexol and other ""off the shelf"" leather care products but what is you time worth? i am still searching to see what other great leather care products are out there but lexol is crossed off the list. also lexol feel very synthetic -not something you want on your skin. i seldom write revues and i not fond of giving a negative one either but save you time money and energy and find something better.",0
the decal was great. just what i expected. i ordered early (nov ) for christmas and barely got it in time.,0
"we wanted this just to make it easier to climb in the back of the truck and to be able reach the windshield when washing--- for convenience. as for washing, my husband still can't reach the windshield on his f-. and, since it must be stored somewhere, it's not very convenient to have to retrieve it every time you want to climb in the bed. by the time you retrieve this handy little step, you could already have been in the back of the truck and back out again. but, if you are physically unable to climb in or have a smaller truck, then this is may be just what you are looking for. seems well made, so we have no complaints about the quality.",0
"i am not here to tell people what to buy or what not to buy. it is a dollar part that is used to protect your engine, which might be thousands of dollars if it break in anyway.i highly recommend people search youtube videos using tags like oil filter compare, or something similar. there are tons and tons videos of people who crack open numerous oil filters and show you the inside. simply put, fram is always, always, the most cost cutting and worse out of any filter comparison that i have seen to date. (side note, honda's oil filter look just like fram, but cost double, what a bunch of blood suckers)spend a little extra now, can save you a lot later. my advice.",0
"air filters are something you have to change it improves gas mileage and your engines response time. i chose going the extra mile and getting a k&n; air filter. this is not something you will actually feel more horsepower from it just allows your engine to breathe more freely. thus giving it quicker response.now when i have to give it a little extra gas i hear my turbo wind just a little louder. hehethe possible downside i'm worried about is ""if"" this filter allows for some of the smaller particles to get through it could possibly damage my turbo/engine. the turbine fins are fragile so this possibility is a worry to me.",0
"this is a great, high-quality mitt but it came ripped on the right side!! i am returning it immediately, and i am very disappointed. i used it once and it holds suds and everything. i must have gotten a rare mistake.",0
"i spent close to $ for this supposedly one of the best marine battery in market.after checking that the battery has been fully recharged, i took my girlfriend out to a local lake with some basic fishing gear. i am using minn kota c- (the smallest trolling motor from minn kota) on a inflatable boat and i got hours from this battery. i could not quite make it back to the marina so i had to paddle the last stretch. walmart sells marine batteries for $.... i am wondering if i should've gone with them...i am going to recharge it one more time and give it one last try. if samething happens, this is going back to amazon.",0
"from pics and title of bulk packaging, i thought two where purchase. not so. but at the price acceptable. very flimsy. shipping was a wtf. one frame in a large box, that could have held - of the $ items. this was a multi-item order, all car stuff. all came in individual shippings, arrived over days. i think - different carriers.",0
"this product is good but not outstanding as barry meguiar says not last as long as he says i've used both summer and winter and in weeks lost many of its properties. in the real world, not in the world of barry meguiar you have to wax the car every month if you want to protect your car. is not true that regardless of price waxes last for many months.since you apply the wax starts to degrade the environment, sun. uv, rain, dust. when you wash you remove the wax inevitably part because dust and pollution and the polluters and stick to the wax and when you remove these contaminants also remove the wax.",0
"if you are looking for a point and shoot camera this isn't it! if you are looking for a camera for outdoors this takes great pictures in good lighting. if you are taking pictures indoors expect a good number of your pictures to be blurred and out of focus. i even purchased the most powerful flash canon sells and i still do not get good results. it appears the camera often sets exposure incorrectly by metering incorrectly but this is just a guess... in compairison a $ point and shoot digital camera beat the pictures i took with the digital rebel. perhaps if i could customize some of the settings more that would help but then if i have to set everything all the time then it sure isn't a point and shoot as the automatic mode, i found, doesn't do very well figuring out lighting.",0
"half of the packaging is covered with warnings about the lead in the paint of this device. works fine but after reading the warnings on the package, i want to wear gloves every time i touch it.",0
can buy a much cheaper version of this at wal-mart that works just as good.but i use it on my boat trailer and it works as advertised.,0
"great service, product returned, along with k&n filter, not worth the money. cannot justify claims and claims do not justify cost.",0
"good price, and it came promptly. i did not need to use it on the trip i just took, so i can't say anything more at this time.",0
"when i received the product, i was disappointed in the fabric it is made of. it is basically plastic over cardboard. none the less, i purchased, might as well use it. it is very convenient to have in the front seat. it is difficult to place or remove bottled water from the mesh pocket, i usually perform this at a red light. it does fit a standard manila size folder in the back pocket. the handles are great, the when loaded, this thing is fragile! in trying to rotate it for the first time, the driver side handles began to rip. my advice, either load it lightly or be mindful to support the bottom when rotating.",1
"it's compact and quiet. it's rf filtered, which is often important in switching power supplies. some have complained of rf noise. not me. i have used mine for several years with a high-end hf transceiver. check eham.net for additional reviews. the big proplem i have with the amazon listing is the price ($. or something like that). this unit routinely retails for only $., with sale prices about $ less.",1
"i had the autolock engaged on the clutch pedal of a car with an alarm and starter disable. the next morning the autolock was laying in the street where the car used to be. had the autolock been effective, it would not have been possible to push-start the car, which the thieves did.purchase the autolock only as your weakest layer of security. a well-installed alarm, multiple kill switches, boot devices, etc. will do much more to help you keep your car.",1
"i used the step process to try and remove some really deep scratches on my motorcycle windscreen. i wasn't expecting this product to remove them completely, and it didn't; but it eliminated the fine scratches and greatly improved the appearance of the really deep scratches. it can't perform miracles but it will work on scrapes and shallow scratches.",1
"although i cannot comment on the quality of the product since i did not open the packaging, it did arrive from amazon quickly with the appearance of being a reasonably good angled feeler gauge. the only problem is that the gauges started at . and went up from there. so if you have a honda, toyota, misubishi or an import car with a smaller double overhead cam engine you probably will not get the gauges you need to do a valve adjustment. i have a honda vtec and needed .-. intake and . -. exhaust so this gauge was basically useless to me. amazon or the distributor should have listed the gauges on the description and most of the descriptions do not. amazon does make it easy to do returns and will refund my money along with the shipping fees, so this is going back. craftsman has a unit feeler gauge that had all the gauges needed for my car and motorcycle.",1
"just got home and opened the package. as others have written, the package it comes in sucks. it came scratched/scuffed up in the middle. i'm not too happy about it. it defeats the whole purpose of having a mirror. the item is not worth enough to go through the trouble of returning.",1
"i bought this unit in the summer of to power a tv, satellite dish, and receiver during tailgating at college football games. i decided to give it a practice run before football season started so i charged it up as directed and plugged up the unit and turned on my "" tube tv and let directv run until the battery gave out. according to the formula in the manual it should have lasted almost . hours and it ran over hours ( watts total ac draw). it will also be our backup if we get more hurricanes. can't wait to use it this fall!",1
i used this device on an airplane for my laptop. it was working fine while i was watching a movie. i had headphones on so i didn't hear the audible alarm when the battery went low. a flight attendant came by looking for the source of the alarm. i was embarrassed to find out it was me causing the alarm from my device. i quickly unplugged everything. i would prefer a way to turn the audible alarm off.,1
"a great charger for the money,the copper windings on its huge transformer is probably worth the price paid!you get what you see, a reliable manual charger with 'start boost' amp jump start feature found only in the big roll about units.",1
this lighter plug did not work with my auto lighter plug. it keeps falling off because the shaft is to long when plugging it in. it will work with a deeper well socket.,1
